serial,name,value,notes
C0118,CC_cala,0.0767,
C0118,CC_calb,0.4333,
C0118,CC_calc,-1.2901,
C0118,CC_calt,14.635,
C0118,CC_ea434,19706,
C0118,CC_ea620,34,
C0118,CC_eb434,3073,
C0118,CC_eb620,44327,
